,country,year,month,coal_perc,gas_perc,nuclear_perc,hydro_perc,wind_perc,solar_perc,renewables_perc,season,avg_temp_c,max_temp_c,min_temp_c,avg_sealevel_pressure_hpa,avg_daily_precipitation_mm,female_perc,male_perc,population_density,population_below_14_perc,population_above_65_perc,population_working_age_perc
2798,Romania,2015,3,0.10731164632015398,0.055281389362979036,0.08706374688610752,0.1693824833867708,0.05932490942729596,0.01575779679909637,0.2475514647362556,Spring,4.820843672456576,22.4,-17.7,1021.4173708920188,2.0178660049627792,51,49,86,15,16,69
2799,Romania,2015,4,0.09622626555205441,0.04957079063496003,0.08862404414185464,0.1736458094463034,0.06870889873892215,0.01795337697538772,0.2630755061559211,Spring,9.211538461538462,28.1,-15.4,1016.2279069767442,1.5479487179487181,51,49,86,15,16,69
2800,Romania,2015,5,0.09421772464506682,0.04853607360269754,0.0659145253404316,0.21685488349951074,0.04495957225555055,0.02435643533549994,0.2888805200745237,Spring,15.90669975186104,31.5,-5.1,1014.4831683168317,1.4992537313432837,51,49,86,15,16,69
2801,Romania,2015,6,0.10307372025281214,0.053098236880487676,0.09779387287459076,0.16576806993194906,0.04799002898133181,0.026630205685733772,0.24335269269676904,Summer,19.09923076923077,34.7,-2.5,1015.6296460176991,2.152307692307692,51,49,86,15,16,69
2802,Romania,2015,7,0.15573493131064356,0.08022655429827925,0.0928400334130304,0.11390890559094938,0.023386214579090635,0.02537289467137539,0.16714694055675955,Summer,22.359801488833746,38.5,-1.4,1014.7458536585366,0.9890000000000001,51,49,86,15,16,69
2803,Romania,2015,8,0.14761652569216033,0.07604436593829296,0.08998201254443747,0.09742133022184918,0.05769659598903911,0.023153488665836816,0.18251682864083213,Summer,22.263027295285358,38.4,0.2,1016.8729927007299,1.868,51,49,86,15,16,69
2804,Romania,2015,9,0.14348065908616384,0.0739138440555131,0.09118240523478748,0.09536056167164257,0.0696105743547723,0.018592861833521747,0.18769041116988583,Autumn,17.968298969072166,38.6,-5.4,1016.9970370370371,2.366233766233766,51,49,86,15,16,69
2805,Romania,2015,10,0.13822239744885836,0.0712049747558721,0.08871942075857317,0.11657109524185538,0.06418281056357113,0.013528194497117474,0.19825732291019066,Autumn,9.680893300248139,25.7,-7.0,1021.5631970260223,1.869230769230769,51,49,86,15,16,69
2806,Romania,2015,11,0.1453600551909417,0.07488200746099767,0.0845257302214208,0.10484326064579241,0.07418171763554998,0.00824515071653319,0.19145060556727672,Autumn,6.526410256410257,23.3,-13.5,1019.2239130434782,2.285641025641026,51,49,86,15,16,69
2807,Romania,2015,12,0.1496552634303622,0.07709461370984089,0.08733882398748216,0.11284152836129092,0.05780170647518524,0.007070727140421821,0.1820179739872634,Winter,2.182133995037221,19.9,-24.3,1031.1064516129034,0.30794044665012404,51,49,86,15,16,69
2808,Romania,2016,1,0.14926589223168968,0.09017976988871701,0.08268430106497812,0.09278508787898647,0.06711385484077341,0.006435882685618721,0.1712944999304763,Winter,-2.825558312655087,18.7,-24.0,1019.1132530120482,1.5253731343283583,51,49,85,15,17,68
2809,Romania,2016,2,0.10678141914342981,0.06451253845578812,0.09162336711559811,0.14462002005395086,0.07356132260521786,0.01064931101354826,0.23237870788551906,Winter,5.0347480106100795,25.0,-17.9,1016.411377245509,1.1647214854111407,51,49,85,15,17,68
2810,Romania,2016,3,0.0926123262977388,0.05595224073671119,0.0957036825578076,0.17486360342483664,0.05836196347186926,0.01534918122129084,0.2516519307127357,Spring,5.848883374689826,24.5,-15.8,1014.0043731778426,1.8145363408521302,51,49,85,15,17,68
2811,Romania,2016,4,0.07658960294897822,0.046271992769456274,0.09360895481232676,0.21393959819204156,0.04677469616074898,0.016896397144547985,0.28015555182884055,Spring,12.333076923076922,30.5,-11.8,1011.9920454545455,1.8674358974358973,51,49,85,15,17,68
2812,Romania,2016,5,0.09591200932428438,0.05794570730307061,0.06589689341928981,0.2013439247688713,0.04792720577251499,0.023562291529989007,0.27602026505280497,Spring,14.089081885856078,30.7,-8.3,1012.6383152173913,2.752130325814536,51,49,85,15,17,68
2813,Romania,2016,6,0.10984254978841179,0.0663618818649178,0.053262862424205956,0.20000831478175995,0.039906147423169745,0.022129645414251622,0.26569383720075146,Summer,20.045897435897434,36.1,-1.6,1013.3337078651685,4.174102564102564,51,49,85,15,17,68
2814,Romania,2016,7,0.11557525100871771,0.06982534036457189,0.08943412418839082,0.16157602701891668,0.03244267368006591,0.02221501216577566,0.22007391210442118,Summer,21.44665012406948,35.8,-0.7,1014.7013477088949,1.62363184079602,51,49,85,15,17,68
2815,Romania,2016,8,0.11293960008245722,0.06823304473304473,0.09655936920222634,0.13632467532467532,0.0547305710162853,0.022484848484848486,0.217292723149866,Summer,20.534739454094293,37.1,-1.7,1017.1706043956043,2.3096774193548386,51,49,85,15,17,68
2816,Romania,2016,9,0.1295270257825736,0.078254405007125,0.10366600551673266,0.12200831170744719,0.03732764758032995,0.019206924770566267,0.18284664952057725,Autumn,17.15153846153846,33.5,-6.2,1017.9039436619719,1.7094871794871795,51,49,85,15,17,68
2817,Romania,2016,10,0.1252143646395467,0.07564888292372593,0.09659923181717879,0.1285493963499819,0.05079357779474811,0.013518032851696178,0.19702152662720462,Autumn,8.501736972704714,26.7,-11.5,1021.6725067385445,3.4114143920595534,51,49,85,15,17,68
2818,Romania,2016,11,0.12445990587051727,0.07519305792245201,0.08118874656807845,0.14545454374569775,0.0562877426781601,0.007797882143030347,0.2136755799820523,Autumn,3.9735897435897436,22.7,-19.0,1019.8915942028984,2.0035897435897434,51,49,85,15,17,68
2819,Romania,2016,12,0.13102488317249417,0.07915933804076022,0.08175239719196593,0.11513877147311624,0.07670603739643417,0.006093094561255795,0.20229145789847683,Winter,-1.5990074441687345,16.3,-21.5,1028.2911051212939,0.5740648379052369,51,49,85,15,17,68
2820,Romania,2017,1,0.13477632607309253,0.10491863897869641,0.07868681618134765,0.1018899452239461,0.06715056325051628,0.005801349274457531,0.17691906033295723,Winter,-5.637717121588089,8.6,-29.2,1024.1777472527474,0.680952380952381,51,49,85,15,17,68
2821,Romania,2017,2,0.12140840797123506,0.10570388102603567,0.08520868818558541,0.11095933217884335,0.06337800315374476,0.009687602282879803,0.18721858319310436,Winter,0.7324175824175825,20.5,-21.7,1022.8181547619048,1.1851648351648352,51,49,85,15,17,68
2822,Romania,2017,3,0.09753811824860141,0.08581385298871379,0.08905957802900061,0.13117460110182197,0.07611384301038024,0.015230238519060368,0.22672867251090836,Spring,7.52531017369727,25.1,-13.8,1016.3505813953487,1.1544529262086514,51,49,85,15,17,68
2823,Romania,2017,4,0.09778778761918999,0.06340243843386101,0.09860740625335544,0.14266869764220164,0.07343481894912807,0.019913701084473566,0.239220951751348,Spring,9.052564102564103,27.4,-14.9,1016.2264984227129,2.1880555555555556,51,49,85,15,17,68
2824,Romania,2017,5,0.14522805020076632,0.04039959200598343,0.05518858160866536,0.18497969438536663,0.04683554118492834,0.02393994897580942,0.25812695016310916,Spring,15.085111662531018,31.3,-9.1,1015.1695266272189,2.3663978494623654,51,49,85,15,17,68
2825,Romania,2017,6,0.13424790273502063,0.03812622795254367,0.09742803808267879,0.15615947678640643,0.044462128941142924,0.025974676889766058,0.23019783122975687,Summer,20.166410256410256,38.8,-1.8,1013.6415384615385,2.4690807799442895,51,49,85,15,17,68
2826,Romania,2017,7,0.14028936974619202,0.06590325401967766,0.094917639108967,0.11164332591304794,0.04887134679249076,0.02461396339468434,0.19041639134627927,Summer,21.034739454094293,38.9,-0.4,1013.6062686567163,3.095652173913044,51,49,85,15,17,68
2827,Romania,2017,8,0.13663972947449177,0.07369853460245346,0.09764701172611173,0.10297859382475387,0.052287437290142236,0.02452304631708038,0.1843662708523334,Summer,22.111910669975188,40.8,-2.4,1016.2471299093655,1.1731903485254693,51,49,85,15,17,68
2828,Romania,2017,9,0.12446722545097709,0.0627518769996621,0.10277908882672841,0.10407072825382227,0.07375280250773544,0.019702253659401328,0.20266073447636807,Autumn,16.57179487179487,34.8,-5.1,1015.5009230769231,1.6130193905817174,51,49,85,15,17,68
2829,Romania,2017,10,0.1275641386790952,0.0687429279105537,0.09923553847350801,0.10491095796978435,0.07177607136157443,0.015078731715753134,0.19628003193803575,Autumn,10.394292803970222,28.5,-13.9,1018.0304985337244,2.6252688172043013,51,49,85,15,17,68
2830,Romania,2017,11,0.12040176487335016,0.10551643689762095,0.09193480754557401,0.11795601833612024,0.04514766737926286,0.005944746935961769,0.17337914723657466,Autumn,5.529999999999999,21.0,-14.2,1018.2873846153847,1.5369444444444442,51,49,85,15,17,68
2831,Romania,2017,12,0.10795299887634792,0.09965404826386774,0.08008644479790637,0.12503816226719258,0.07151494429101286,0.004758090840809382,0.20532998784793688,Winter,2.2121588089330024,18.1,-18.4,1016.8582524271845,1.5059299191374664,51,49,85,15,17,68
2832,Serbia,2015,1,0.31449317651010716,0.0025176566092251296,0.0,0.18230958672033126,0.0,6.739512223619147e-05,0.18264260686158415,Winter,3.2483870967741937,15.3,-15.7,1031.74,1.7258064516129032,50,50,81,16,16,68
2833,Serbia,2015,2,0.3115079963144693,0.0024938431922365972,0.0,0.1852920929724815,0.0,9.971462391537943e-05,0.18565494340950695,Winter,3.3214285714285716,16.6,-7.8,1015.591304347826,2.1196428571428574,50,50,81,16,16,68
2834,Serbia,2015,3,0.2954569547167882,0.0023653025780523613,0.0,0.20146500319297106,0.0,0.00013779480629034043,0.20185229806201127,Spring,7.699999999999999,22.7,-3.5,1008.8000000000001,3.2516129032258063,50,50,81,16,16,68
2835,Serbia,2015,4,0.28257479694300697,0.002262218008131165,0.0,0.21445756905333999,0.0,0.00015548980558062432,0.2148516881115668,Spring,12.548333333333334,26.6,-0.7,1015.4236363636364,0.5516666666666666,50,50,81,16,16,68
2836,Serbia,2015,5,0.3070006009418109,0.0024577084932394457,0.0,0.1897442013569111,0.0,0.00019992903509002003,0.1902034442889991,Spring,18.351612903225806,32.0,7.2,1013.7416666666667,4.382258064516129,50,50,81,16,16,68
2837,Serbia,2015,6,0.34851294963977575,0.002790020902471502,0.0,0.14778890710036388,0.0,0.0002296994442376576,0.14831307020084736,Summer,21.17,33.9,9.8,1012.5526315789474,1.0883333333333334,50,50,81,16,16,68
2838,Serbia,2015,7,0.3763038175269849,0.0030125635323472325,0.0,0.11969403364895836,0.0,0.0002570888795296623,0.12026902039421855,Summer,25.711290322580645,37.9,11.0,1012.7017543859649,0.22741935483870968,50,50,81,16,16,68
2839,Serbia,2015,8,0.3946977406450984,0.003159875201780058,0.0,0.10110096134268216,0.0,0.0002732192753189715,0.10170758035043882,Summer,25.18064516129032,38.2,11.1,1015.2919354838709,2.391935483870968,50,50,81,16,16,68
2840,Serbia,2015,9,0.39736453130844673,0.003181178063369712,0.0,0.09846497133671486,0.0,0.00021601835417294854,0.09901654566281035,Autumn,19.566666666666666,36.7,8.8,1019.8733333333333,2.5833333333333335,50,50,81,16,16,68
