;country;year;month;season;avg_sealevel_pressure_hpa;avg_daily_precipitation_mm;female_perc;male_perc;population_density;coal;nuclear;hydro;solar;wind;renewables;avg_temp;min_temp;max_temp;population_below_14;population_above_65;population_working_age
915;Estonia;2011;4;Spring;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;low;medium;low;low;medium;medium
916;Estonia;2011;5;Spring;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;medium;low;medium;medium
917;Estonia;2011;6;Summer;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;very low or none;very low or none;medium;high;medium;low;medium;medium
918;Estonia;2011;7;Summer;medium;medium;53;47;very low;very high;very low or none;very low or none;very low or none;very low or none;very low or none;high;high;medium;low;medium;medium
919;Estonia;2011;8;Summer;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;very low or none;very low or none;medium;high;medium;low;medium;medium
920;Estonia;2011;9;Autumn;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;low;low;medium;medium
921;Estonia;2011;10;Autumn;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;low;medium;low;low;medium;medium
922;Estonia;2011;11;Autumn;high;low;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;low;low;very low;low;medium;medium
923;Estonia;2011;12;Winter;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;low;medium;very low;low;medium;medium
924;Estonia;2012;1;Winter;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;very low;very low;very low;low;medium;medium
925;Estonia;2012;2;Winter;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;very low;very low;very low;low;medium;medium
926;Estonia;2012;3;Spring;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;low;very low;very low;low;medium;medium
927;Estonia;2012;4;Spring;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;low;low;low;low;medium;medium
928;Estonia;2012;5;Spring;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;medium;low;medium;medium
929;Estonia;2012;6;Summer;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;medium;low;medium;medium
930;Estonia;2012;7;Summer;medium;high;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;medium;high;medium;low;medium;medium
931;Estonia;2012;8;Summer;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;medium;low;medium;medium
932;Estonia;2012;9;Autumn;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;medium;medium;medium;low;medium;medium
933;Estonia;2012;10;Autumn;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;low;low;low;low;medium;medium
934;Estonia;2012;11;Autumn;high;medium;53;47;very low;very high;very low or none;very low or none;very low or none;medium;low;low;low;very low;low;medium;medium
935;Estonia;2012;12;Winter;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;very low;very low;very low;low;medium;medium
936;Estonia;2013;1;Winter;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;very low;very low;very low;low;medium;low
937;Estonia;2013;2;Winter;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;very low;very low;very low;low;medium;low
938;Estonia;2013;3;Spring;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;very low;very low;very low;low;medium;low
939;Estonia;2013;4;Spring;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;low;low;low;low;medium;low
940;Estonia;2013;5;Spring;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;medium;low;medium;low
941;Estonia;2013;6;Summer;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;medium;high;medium;low;medium;low
942;Estonia;2013;7;Summer;medium;low;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;medium;high;medium;low;medium;low
943;Estonia;2013;8;Summer;low;high;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;medium;low;medium;low
944;Estonia;2013;9;Autumn;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;low;low;medium;low
945;Estonia;2013;10;Autumn;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;low;low;low;low;medium;low
946;Estonia;2013;11;Autumn;high;medium;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;low;low;very low;low;medium;low
947;Estonia;2013;12;Winter;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;medium;low;low;low;very low;low;medium;low
948;Estonia;2014;1;Winter;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;very low;very low;very low;low;medium;low
949;Estonia;2014;2;Winter;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;very low;low;very low;low;medium;low
950;Estonia;2014;3;Spring;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;low;low;low;very low;low;medium;low
951;Estonia;2014;4;Spring;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;low;low;low;low;medium;low
952;Estonia;2014;5;Spring;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;medium;medium;medium;low;medium;low
953;Estonia;2014;6;Summer;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;medium;low;medium;low
954;Estonia;2014;7;Summer;medium;low;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;medium;high;medium;low;medium;low
955;Estonia;2014;8;Summer;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;medium;medium;high;low;medium;low
956;Estonia;2014;9;Autumn;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;medium;medium;medium;low;medium;low
957;Estonia;2014;10;Autumn;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;low;low;low;low;medium;low
958;Estonia;2014;11;Autumn;high;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;low;low;very low;low;medium;low
959;Estonia;2014;12;Winter;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;low;very low;low;very low;low;medium;low
960;Estonia;2015;1;Winter;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;medium;low;very low;very low;very low;medium;medium;low
961;Estonia;2015;2;Winter;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;low;very low;low;very low;medium;medium;low
962;Estonia;2015;3;Spring;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;low;low;low;low;medium;medium;low
963;Estonia;2015;4;Spring;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;low;low;medium;low;medium;medium;low
964;Estonia;2015;5;Spring;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;low;low;medium;low;medium;medium;low
965;Estonia;2015;6;Summer;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;low;medium;medium;medium;medium;medium;low
966;Estonia;2015;7;Summer;medium;medium;53;47;very low;very high;very low or none;very low or none;very low or none;medium;low;medium;high;medium;medium;medium;low
967;Estonia;2015;8;Summer;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;medium;medium;medium;medium;medium;low
968;Estonia;2015;9;Autumn;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;medium;medium;medium;medium;medium;low
969;Estonia;2015;10;Autumn;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;low;low;low;medium;medium;low
970;Estonia;2015;11;Autumn;high;medium;53;47;very low;very high;very low or none;very low or none;very low or none;medium;low;low;medium;very low;medium;medium;low
971;Estonia;2015;12;Winter;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;medium;low;low;low;very low;medium;medium;low
972;Estonia;2016;1;Winter;low;high;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;very low;very low;very low;medium;high;very low
973;Estonia;2016;2;Winter;low;high;53;47;very low;very high;very low or none;very low or none;very low or none;medium;low;low;low;very low;medium;high;very low
974;Estonia;2016;3;Spring;low;high;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;low;low;very low;medium;high;very low
975;Estonia;2016;4;Spring;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;medium;low;low;medium;low;medium;high;very low
976;Estonia;2016;5;Spring;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;medium;medium;high;very low
977;Estonia;2016;6;Summer;low;high;53;47;very low;very high;very low or none;very low or none;very low or none;medium;low;medium;medium;medium;medium;high;very low
978;Estonia;2016;7;Summer;medium;medium;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;medium;high;medium;medium;high;very low
979;Estonia;2016;8;Summer;low;high;53;47;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;medium;medium;medium;medium;high;very low
980;Estonia;2016;9;Autumn;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;medium;medium;high;very low
981;Estonia;2016;10;Autumn;low;medium;53;47;very low;very high;very low or none;very low or none;very low or none;medium;low;low;medium;low;medium;high;very low
982;Estonia;2016;11;Autumn;high;high;53;47;very low;very high;very low or none;very low or none;very low or none;medium;low;very low;low;very low;medium;high;very low
983;Estonia;2016;12;Winter;low;low;53;47;very low;very high;very low or none;very low or none;very low or none;medium;low;low;low;very low;medium;high;very low
984;Estonia;2017;1;Winter;low;medium;52;48;very low;very high;very low or none;very low or none;very low or none;medium;low;very low;very low;very low;medium;high;very low
985;Estonia;2017;2;Winter;low;high;52;48;very low;very high;very low or none;very low or none;very low or none;medium;low;very low;very low;very low;medium;high;very low
986;Estonia;2017;3;Spring;low;medium;52;48;very low;very high;very low or none;very low or none;very low or none;medium;low;low;low;very low;medium;high;very low
987;Estonia;2017;4;Spring;low;medium;52;48;very low;very high;very low or none;very low or none;very low or none;medium;low;low;low;low;medium;high;very low
988;Estonia;2017;5;Spring;low;low;52;48;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;low;low;medium;medium;high;very low
989;Estonia;2017;6;Summer;low;medium;52;48;very low;very high;very low or none;very low or none;very low or none;medium;low;medium;medium;medium;medium;high;very low
990;Estonia;2017;7;Summer;medium;low;52;48;very low;very high;very low or none;very low or none;very low or none;medium;very low or none;medium;medium;medium;medium;high;very low
991;Estonia;2017;8;Summer;low;high;52;48;very low;very high;very low or none;very low or none;very low or none;medium;low;medium;medium;medium;medium;high;very low
992;Estonia;2017;9;Autumn;low;medium;52;48;very low;very high;very low or none;very low or none;very low or none;medium;low;medium;medium;medium;medium;high;very low
993;Estonia;2017;10;Autumn;low;high;52;48;very low;very high;very low or none;very low or none;very low or none;medium;low;low;low;very low;medium;high;very low
994;Estonia;2017;11;Autumn;high;medium;52;48;very low;very high;very low or none;very low or none;very low or none;medium;low;low;medium;very low;medium;high;very low
995;Estonia;2017;12;Winter;low;medium;52;48;very low;very high;very low or none;very low or none;very low or none;medium;low;low;low;very low;medium;high;very low
996;Finland;2010;1;Winter;high;low;50;50;very low;medium;high;low;very low or none;very low or none;low;very low;very low;very low;medium;medium;low
997;Finland;2010;2;Winter;low;low;50;50;very low;medium;high;low;very low or none;very low or none;low;very low;very low;very low;medium;medium;low
998;Finland;2010;3;Spring;very low;low;50;50;very low;medium;high;low;very low or none;very low or none;low;very low;very low;very low;medium;medium;low
999;Finland;2010;4;Spring;low;low;50;50;very low;medium;high;medium;very low or none;very low or none;low;low;low;low;medium;medium;low
1000;Finland;2010;5;Spring;low;medium;50;50;very low;medium;high;high;very low or none;very low or none;medium;medium;low;medium;medium;medium;low
1001;Finland;2010;6;Summer;low;low;50;50;very low;low;high;high;very low or none;very low or none;medium;medium;medium;medium;medium;medium;low
1002;Finland;2010;7;Summer;low;low;50;50;very low;low;high;medium;very low or none;very low or none;medium;high;medium;high;medium;medium;low
1003;Finland;2010;8;Summer;low;medium;50;50;very low;low;high;medium;very low or none;very low or none;medium;medium;medium;high;medium;medium;low
1004;Finland;2010;9;Autumn;low;medium;50;50;very low;medium;high;medium;very low or none;very low or none;low;medium;low;low;medium;medium;low
1005;Finland;2010;10;Autumn;low;low;50;50;very low;medium;high;medium;very low or none;very low or none;low;low;low;very low;medium;medium;low
1006;Finland;2010;11;Autumn;low;low;50;50;very low;medium;high;medium;very low or none;very low or none;low;very low;very low;very low;medium;medium;low
1007;Finland;2010;12;Winter;low;low;50;50;very low;medium;high;low;very low or none;very low or none;low;very low;very low;very low;medium;medium;low
1008;Finland;2011;1;Winter;very low;low;50;50;very low;medium;high;low;very low or none;very low or none;low;very low;very low;very low;medium;medium;low
1009;Finland;2011;2;Winter;medium;low;50;50;very low;medium;high;low;very low or none;very low or none;low;very low;very low;very low;medium;medium;low
1010;Finland;2011;3;Spring;low;low;50;50;very low;medium;high;low;very low or none;very low or none;low;very low;very low;very low;medium;medium;low
1011;Finland;2011;4;Spring;low;low;50;50;very low;low;high;medium;very low or none;very low or none;low;low;low;low;medium;medium;low
1012;Finland;2011;5;Spring;medium;low;50;50;very low;medium;high;medium;very low or none;very low or none;low;low;low;medium;medium;medium;low
1013;Finland;2011;6;Summer;low;medium;50;50;very low;low;high;medium;very low or none;very low or none;medium;medium;medium;medium;medium;medium;low
1014;Finland;2011;7;Summer;low;medium;50;50;very low;very low or none;high;medium;very low or none;very low or none;medium;medium;medium;medium;medium;medium;low
1015;Finland;2011;8;Summer;low;medium;50;50;very low;low;high;medium;very low or none;very low or none;medium;medium;medium;medium;medium;medium;low
1016;Finland;2011;9;Autumn;very low;medium;50;50;very low;low;high;medium;very low or none;very low or none;medium;medium;medium;low;medium;medium;low
1017;Finland;2011;10;Autumn;low;medium;50;50;very low;low;high;medium;very low or none;very low or none;medium;low;low;low;medium;medium;low
1018;Finland;2011;11;Autumn;medium;low;50;50;very low;low;high;medium;very low or none;very low or none;low;low;very low;very low;medium;medium;low
1019;Finland;2011;12;Winter;very low;medium;50;50;very low;low;high;medium;very low or none;very low or none;medium;low;very low;very low;medium;medium;low
1020;Finland;2012;1;Winter;low;low;50;50;very low;medium;high;medium;very low or none;very low or none;low;very low;very low;very low;medium;medium;low
1021;Finland;2012;2;Winter;medium;low;50;50;very low;medium;high;medium;very low or none;very low or none;low;very low;very low;very low;medium;medium;low
1022;Finland;2012;3;Spring;low;low;50;50;very low;low;high;medium;very low or none;very low or none;medium;very low;very low;very low;medium;medium;low
1023;Finland;2012;4;Spring;very low;low;50;50;very low;low;high;medium;very low or none;very low or none;medium;low;very low;low;medium;medium;low
1024;Finland;2012;5;Spring;low;low;50;50;very low;low;high;high;very low or none;very low or none;high;low;medium;medium;medium;medium;low
1025;Finland;2012;6;Summer;very low;medium;50;50;very low;very low or none;high;high;very low or none;very low or none;medium;medium;medium;medium;medium;medium;low
1026;Finland;2012;7;Summer;low;medium;50;50;very low;very low or none;high;high;very low or none;very low or none;medium;medium;medium;medium;medium;medium;low
1027;Finland;2012;8;Summer;low;low;50;50;very low;very low or none;high;high;very low or none;very low or none;medium;medium;medium;medium;medium;medium;low
1028;Finland;2012;9;Autumn;very low;medium;50;50;very low;low;high;high;very low or none;very low or none;medium;medium;medium;low;medium;medium;low
1029;Finland;2012;10;Autumn;very low;medium;50;50;very low;low;high;high;very low or none;very low or none;medium;low;very low;low;medium;medium;low
1030;Finland;2012;11;Autumn;low;medium;50;50;very low;low;high;high;very low or none;very low or none;medium;low;very low;very low;medium;medium;low
1031;Finland;2012;12;Winter;medium;medium;50;50;very low;medium;high;medium;very low or none;very low or none;low;very low;very low;very low;medium;medium;low
1032;Finland;2013;1;Winter;low;low;50;50;very low;medium;high;medium;very low or none;very low or none;medium;very low;very low;very low;medium;high;very low
1033;Finland;2013;2;Winter;low;low;50;50;very low;medium;high;medium;very low or none;very low or none;medium;very low;very low;very low;medium;high;very low
1034;Finland;2013;3;Spring;medium;low;50;50;very low;medium;high;medium;very low or none;very low or none;low;very low;very low;very low;medium;high;very low
1035;Finland;2013;4;Spring;low;low;50;50;very low;medium;high;medium;very low or none;very low or none;low;low;very low;very low;medium;high;very low
1036;Finland;2013;5;Spring;low;low;50;50;very low;low;high;high;very low or none;very low or none;medium;medium;low;medium;medium;high;very low
1037;Finland;2013;6;Summer;low;medium;50;50;very low;low;high;medium;very low or none;very low or none;medium;medium;medium;medium;medium;high;very low
1038;Finland;2013;7;Summer;low;medium;50;50;very low;low;high;medium;very low or none;very low or none;medium;medium;medium;medium;medium;high;very low
1039;Finland;2013;8;Summer;low;medium;50;50;very low;low;high;medium;very low or none;very low or none;low;medium;medium;medium;medium;high;very low
1040;Finland;2013;9;Autumn;low;low;50;50;very low;medium;high;medium;very low or none;very low or none;low;medium;medium;medium;medium;high;very low
1041;Finland;2013;10;Autumn;low;medium;50;50;very low;medium;high;low;very low or none;very low or none;low;low;low;very low;medium;high;very low
1042;Finland;2013;11;Autumn;very low;medium;50;50;very low;medium;high;medium;very low or none;very low or none;low;low;very low;very low;medium;high;very low
1043;Finland;2013;12;Winter;very low;low;50;50;very low;low;high;medium;very low or none;low;medium;low;very low;very low;medium;high;very low
1044;Finland;2014;1;Winter;high;low;50;50;very low;medium;high;medium;very low or none;very low or none;medium;very low;very low;very low;medium;high;very low
1045;Finland;2014;2;Winter;low;low;50;50;very low;low;high;medium;very low or none;very low or none;medium;very low;very low;very low;medium;high;very low
1046;Finland;2014;3;Spring;low;low;50;50;very low;low;high;medium;very low or none;very low or none;medium;low;very low;very low;medium;high;very low
1047;Finland;2014;4;Spring;low;low;50;50;very low;low;high;medium;very low or none;very low or none;medium;low;very low;low;medium;high;very low
1048;Finland;2014;5;Spring;medium;medium;50;50;very low;low;high;high;very low or none;very low or none;medium;low;low;medium;medium;high;very low
1049;Finland;2014;6;Summer;low;medium;50;50;very low;very low or none;high;high;very low or none;very low or none;medium;medium;medium;medium;medium;high;very low
1050;Finland;2014;7;Summer;medium;low;50;50;very low;low;high;medium;very low or none;very low or none;medium;medium;medium;medium;medium;high;very low
1051;Finland;2014;8;Summer;very low;medium;50;50;very low;low;high;medium;very low or none;very low or none;medium;medium;medium;medium;medium;high;very low
1052;Finland;2014;9;Autumn;medium;low;50;50;very low;medium;high;medium;very low or none;low;low;medium;low;low;medium;high;very low
1053;Finland;2014;10;Autumn;medium;low;50;50;very low;medium;high;medium;very low or none;low;low;low;very low;low;medium;high;very low
1054;Finland;2014;11;Autumn;high;low;50;50;very low;low;high;medium;very low or none;very low or none;medium;low;very low;very low;medium;high;very low
1055;Finland;2014;12;Winter;very low;low;50;50;very low;low;high;medium;very low or none;low;medium;very low;very low;very low;medium;high;very low
1056;Finland;2015;1;Winter;very low;medium;50;50;very low;low;high;medium;very low or none;low;medium;very low;very low;very low;medium;high;very low
1057;Finland;2015;2;Winter;very low;low;50;50;very low;low;high;medium;very low or none;low;medium;very low;very low;very low;medium;high;very low
1058;Finland;2015;3;Spring;high;low;50;50;very low;low;high;medium;very low or none;low;medium;low;very low;very low;medium;high;very low
1059;Finland;2015;4;Spring;very low;low;50;50;very low;low;high;medium;very low or none;low;medium;low;low;low;medium;high;very low
1060;Finland;2015;5;Spring;low;medium;50;50;very low;low;high;high;very low or none;low;high;low;medium;low;medium;high;very low
1061;Finland;2015;6;Summer;low;medium;50;50;very low;very low or none;high;high;very low or none;low;high;medium;medium;medium;medium;high;very low
1062;Finland;2015;7;Summer;very low;medium;50;50;very low;very low or none;high;high;very low or none;low;medium;medium;medium;medium;medium;high;very low
1063;Finland;2015;8;Summer;medium;low;50;50;very low;very low or none;high;high;very low or none;low;high;medium;medium;medium;medium;high;very low
1064;Finland;2015;9;Autumn;medium;medium;50;50;very low;low;high;high;very low or none;low;medium;medium;medium;low;medium;high;very low
1065;Finland;2015;10;Autumn;high;low;50;50;very low;low;high;medium;very low or none;low;medium;low;low;low;medium;high;very low
1066;Finland;2015;11;Autumn;very low;medium;50;50;very low;low;high;medium;very low or none;medium;medium;low;very low;very low;medium;high;very low
1067;Finland;2015;12;Winter;very low;low;50;50;very low;low;high;medium;very low or none;medium;medium;low;very low;very low;medium;high;very low
1068;Finland;2016;1;Winter;low;low;50;50;very low;low;high;medium;very low or none;low;medium;very low;very low;very low;medium;high;very low
1069;Finland;2016;2;Winter;very low;medium;50;50;very low;low;high;high;very low or none;low;medium;very low;very low;very low;medium;high;very low
1070;Finland;2016;3;Spring;low;low;50;50;very low;low;high;high;very low or none;low;medium;very low;very low;very low;medium;high;very low
1071;Finland;2016;4;Spring;very low;medium;50;50;very low;low;high;high;very low or none;low;medium;low;low;low;medium;high;very low
1072;Finland;2016;5;Spring;medium;low;50;50;very low;low;high;very low or none;very low or none;medium;low;medium;medium;medium;medium;high;very low
1073;Finland;2016;6;Summer;low;medium;50;50;very low;very low or none;high;high;very low or none;medium;high;medium;medium;medium;medium;high;very low
1074;Finland;2016;7;Summer;very low;medium;50;50;very low;very low or none;high;high;very low or none;low;medium;medium;medium;medium;medium;high;very low
1075;Finland;2016;8;Summer;low;medium;50;50;very low;very low or none;high;high;very low or none;medium;high;medium;medium;medium;medium;high;very low
1076;Finland;2016;9;Autumn;low;low;50;50;very low;low;high;high;very low or none;medium;high;medium;medium;low;medium;high;very low
1077;Finland;2016;10;Autumn;high;low;50;50;very low;medium;high;medium;very low or none;medium;medium;low;low;low;medium;high;very low
1078;Finland;2016;11;Autumn;low;medium;50;50;very low;medium;high;medium;very low or none;medium;medium;very low;very low;very low;medium;high;very low
1079;Finland;2016;12;Winter;very low;low;50;50;very low;low;high;medium;very low or none;medium;medium;very low;very low;very low;medium;high;very low
1080;Finland;2017;1;Winter;low;low;50;50;very low;low;high;medium;very low or none;medium;medium;very low;very low;very low;medium;high;very low
1081;Finland;2017;2;Winter;medium;low;50;50;very low;low;high;medium;very low or none;medium;medium;very low;very low;very low;medium;high;very low
1082;Finland;2017;3;Spring;very low;low;50;50;very low;low;high;medium;very low or none;medium;medium;very low;very low;very low;medium;high;very low
1083;Finland;2017;4;Spring;very low;low;50;50;very low;low;high;medium;very low or none;medium;medium;low;very low;very low;medium;high;very low
1084;Finland;2017;5;Spring;medium;low;50;50;very low;low;high;high;very low or none;medium;high;low;low;medium;medium;high;very low
1085;Finland;2017;6;Summer;very low;medium;50;50;very low;low;high;high;very low or none;medium;high;medium;medium;medium;medium;high;very low
1086;Finland;2017;7;Summer;very low;medium;50;50;very low;very low or none;high;high;very low or none;medium;high;medium;medium;medium;medium;high;very low
1087;Finland;2017;8;Summer;low;medium;50;50;very low;very low or none;high;high;very low or none;medium;high;medium;medium;medium;medium;high;very low
1088;Finland;2017;9;Autumn;medium;medium;50;50;very low;very low or none;high;high;very low or none;medium;high;low;medium;low;medium;high;very low
1089;Finland;2017;10;Autumn;very low;medium;50;50;very low;low;high;high;very low or none;medium;medium;low;low;very low;medium;high;very low
1090;Finland;2017;11;Autumn;very low;medium;50;50;very low;low;high;medium;very low or none;medium;medium;low;very low;very low;medium;high;very low
1091;Finland;2017;12;Winter;very low;medium;50;50;very low;low;high;medium;very low or none;medium;medium;very low;very low;very low;medium;high;very low
1092;France;2010;1;Winter;low;low;51;49;medium;very low or none;very high;low;very low or none;very low or none;very low or none;low;low;low;high;medium;low
1093;France;2010;2;Winter;very low;medium;51;49;medium;very low or none;very high;low;very low or none;low;low;low;low;low;high;medium;low
1094;France;2010;3;Spring;medium;low;51;49;medium;very low or none;very high;low;very low or none;low;low;low;low;low;high;medium;low
1095;France;2010;4;Spring;medium;low;51;49;medium;very low or none;very high;low;very low or none;very low or none;low;medium;medium;medium;high;medium;low
1096;France;2010;5;Spring;medium;medium;51;49;medium;very low or none;very high;medium;very low or none;very low or none;low;medium;medium;medium;high;medium;low
1097;France;2010;6;Summer;medium;medium;51;49;medium;very low or none;very high;medium;very low or none;very low or none;low;medium;medium;high;high;medium;low
1098;France;2010;7;Summer;medium;low;51;49;medium;very low or none;very high;low;very low or none;very low or none;low;high;high;high;high;medium;low
1099;France;2010;8;Summer;medium;medium;51;49;medium;very low or none;very high;low;very low or none;very low or none;very low or none;medium;high;high;high;medium;low
1100;France;2010;9;Autumn;medium;low;51;49;medium;very low or none;very high;low;very low or none;very low or none;very low or none;medium;medium;medium;high;medium;low
1101;France;2010;10;Autumn;low;medium;51;49;medium;very low or none;very high;low;very low or none;low;very low or none;medium;medium;medium;high;medium;low
1102;France;2010;11;Autumn;very low;medium;51;49;medium;very low or none;very high;low;very low or none;low;low;low;low;medium;high;medium;low
1103;France;2010;12;Winter;low;medium;51;49;medium;very low or none;very high;low;very low or none;very low or none;low;low;very low;low;high;medium;low
1104;France;2011;1;Winter;high;low;51;49;medium;very low or none;very high;low;very low or none;low;very low or none;low;low;low;high;medium;very low
1105;France;2011;2;Winter;medium;low;51;49;medium;very low or none;very high;low;very low or none;very low or none;very low or none;low;low;low;high;medium;very low
1106;France;2011;3;Spring;high;low;51;49;medium;very low or none;very high;low;low;low;very low or none;low;low;medium;high;medium;very low
1107;France;2011;4;Spring;medium;low;51;49;medium;very low or none;very high;low;low;very low or none;very low or none;medium;medium;medium;high;medium;very low
1108;France;2011;5;Spring;medium;low;51;49;medium;very low or none;very high;low;low;very low or none;very low or none;medium;medium;high;high;medium;very low
1109;France;2011;6;Summer;medium;medium;51;49;medium;very low or none;very high;low;low;low;low;medium;medium;high;high;medium;very low
1110;France;2011;7;Summer;low;medium;51;49;medium;very low or none;very high;low;low;low;very low or none;medium;high;high;high;medium;very low
1111;France;2011;8;Summer;medium;medium;51;49;medium;very low or none;very high;low;low;very low or none;very low or none;medium;medium;high;high;medium;very low
1112;France;2011;9;Autumn;medium;low;51;49;medium;very low or none;very high;low;low;low;very low or none;medium;medium;high;high;medium;very low
1113;France;2011;10;Autumn;high;low;51;49;medium;very low or none;very high;low;low;low;very low or none;medium;medium;medium;high;medium;very low
1114;France;2011;11;Autumn;medium;low;51;49;medium;very low or none;very high;low;very low or none;low;very low or none;low;medium;medium;high;medium;very low
1115;France;2011;12;Winter;high;medium;51;49;medium;very low or none;very high;low;very low or none;low;low;low;medium;low;high;medium;very low
1116;France;2012;1;Winter;high;low;51;49;medium;very low or none;very high;low;very low or none;low;low;low;low;low;high;medium;very low
1117;France;2012;2;Winter;high;low;51;49;medium;very low or none;very high;low;low;low;very low or none;low;very low;low;high;medium;very low
1118;France;2012;3;Spring;high;low;51;49;medium;very low or none;very high;low;low;low;very low or none;low;medium;medium;high;medium;very low
1119;France;2012;4;Spring;very low;medium;51;49;medium;very low or none;very high;low;low;low;low;low;medium;medium;high;medium;very low
1120;France;2012;5;Spring;medium;medium;51;49;medium;very low or none;very high;medium;low;low;low;medium;medium;medium;high;medium;very low
1121;France;2012;6;Summer;low;medium;51;49;medium;very low or none;very high;medium;low;low;low;medium;medium;high;high;medium;very low
1122;France;2012;7;Summer;medium;medium;51;49;medium;very low or none;very high;low;low;low;low;medium;high;high;high;medium;very low
1123;France;2012;8;Summer;medium;low;51;49;medium;very low or none;very high;low;low;low;low;high;high;high;high;medium;very low
1124;France;2012;9;Autumn;medium;low;51;49;medium;very low or none;very high;low;low;low;very low or none;medium;medium;high;high;medium;very low
1125;France;2012;10;Autumn;low;medium;51;49;medium;very low or none;very high;low;low;low;low;medium;low;medium;high;medium;very low
1126;France;2012;11;Autumn;low;medium;51;49;medium;very low or none;very high;low;very low or none;low;very low or none;low;medium;low;high;medium;very low
1127;France;2012;12;Winter;medium;medium;51;49;medium;very low or none;very high;low;very low or none;medium;low;low;low;low;high;medium;very low
1128;France;2013;1;Winter;medium;low;51;49;medium;very low or none;very high;low;very low or none;low;low;low;low;low;high;medium;very low
